time,acc_x,acc_y,acc_z,time,gyro_x,gyro_y,gyro_z
56650,-5.332,-10.666,-15.514,56650,0.776,-2.884,5.616
56660,-5.734,-11.522,-18.014,56660,3.018,-4.134,5.946
56670,-7.354,-13.362,-20.228,56670,5.772,-5.394,5.864
56680,-7.964,-15.438,-21.822,56680,7.772,-6.66,6.192
56690,-7.034,-15.602,-23.538,56690,8.276,-7.55,6.774
56700,-4.716,-13.902,-26.59,56700,7.408,-8.248,7.284
56710,-1.512,-10.692,-31.446,56710,6.306,-8.686,7.618
56720,4.382,-10.29,-36.254,56720,5.402,-8.806,7.67
56730,9.792,-12.76,-39.226,56730,4.932,-8.826,7.594
56740,11.06,-9.44,-39.226,56740,4.884,-8.918,7.748
56750,14.334,0.904,-38.564,56750,4.654,-8.936,8.326
56760,20.256,11.084,-32.912,56760,3.748,-8.812,9.324
56770,24.128,15.962,-23.976,56770,1.88,-8.78,10.54
56780,26.36,17.272,-13.166,56780,-1.904,-10.08,11.572
56790,26.632,17.474,-2.396,56790,-7.248,-14.118,11.93
56800,23.406,17.64,3.282,56800,-5.948,-11.386,10.078
56810,18.142,18.23,6.622,56810,1.3,-3.954,5.59
56820,13.01,18.406,11.76,56820,7.954,1.166,2.12
56830,7.324,19.252,16.1,56830,9.044,2.482,2.992
56840,-0.5,19.258,16.79,56840,5.97,-2.746,4.524
56850,-6.81,15.914,4.09,56850,2.696,-9.016,1.68
56860,-0.958,5.316,-25.66,56860,1.028,-7.818,1.106
56870,31.556,8.216,28.214,56870,0.482,-4.492,1.202
56880,39.226,-0.764,16.882,56880,-0.452,-4.936,0.408
56890,39.226,-11.534,3.736,56890,-0.862,-6.598,-0.446
56900,29.322,-11.594,-16.386,56900,-0.26,-6.78,-1.43
56910,-16.91,-8.444,-17.152,56910,0.786,-6.048,-2.094
56920,-38.774,6.964,-8.404,56920,1.664,-5.338,-2.498
56930,11.58,-0.774,4.332,56930,2.186,-4.624,-2.7
56940,39.226,-2.376,1.47,56940,2.11,-3.956,-2.728
56950,20.5,6.708,3.898,56950,1.638,-3.368,-2.696
56960,7.788,14.472,7.568,56960,1.078,-2.68,-2.702
56970,13.376,17.59,10.624,56970,0.802,-1.936,-2.708
56980,22.294,19.674,14.588,56980,0.84,-1.302,-2.676
56990,23.998,20.556,16.098,56990,1.122,-0.714,-2.578
57000,20.428,21.292,17.638,57000,1.44,-0.202,-2.394
57010,15.31,22.034,19.876,57010,1.608,0.142,-2.15
57020,10.908,22.368,19.83,57020,1.582,0.432,-1.876
57030,8.544,21.206,19.458,57030,1.374,0.664,-1.644
57040,7.484,19.156,18.35,57040,0.88,0.772,-1.434
57050,6.56,16.344,17.162,57050,0.484,0.914,-1.258
57060,5.582,13.682,16.104,57060,0.296,1.114,-1.03
57070,4.15,11.934,14.186,57070,0.224,1.24,-0.764
57080,2.084,11.54,12.956,57080,0.344,1.378,-0.524
57090,0.556,11.638,12.974,57090,0.444,1.37,-0.332
57100,-0.896,12.17,12.67,57100,0.83,1.308,-0.18
57110,-2.316,12.128,12.208,57110,1.506,1.244,-0.046
57120,-2.85,11.854,11.362,57120,1.976,1.098,0.102
57130,-2.832,11.272,11.048,57130,2.13,0.93,0.22
57140,-3.274,9.96,9.862,57140,1.942,0.732,0.328
57150,-3.882,9.378,10.822,57150,1.432,0.566,0.494
57160,-5.006,7.922,9.278,57160,0.932,0.412,0.588
57170,-5.566,7.388,7.238,57170,0.688,0.312,0.682
57180,-5.886,7.572,7.24,57180,0.628,0.264,0.79
57190,-6.442,8.05,6.744,57190,0.706,0.206,0.87
57200,-6.622,9.314,5.954,57200,0.934,0.202,0.938
57210,-6.748,11.126,6.946,57210,1.198,0.234,1.018
57220,-7.112,11.944,8.092,57220,1.378,0.196,1.08
57230,-7.764,11.666,8.75,57230,1.492,0.136,1.054
57240,-8.086,11.268,9.194,57240,1.492,0.164,0.928
57250,-8.066,10.812,9.756,57250,1.168,0.198,0.792
57260,-7.86,10.072,9.768,57260,0.528,0.154,0.688
57270,-7.234,9.55,10.35,57270,-0.18,0.126,0.572
57280,-7.066,9.384,10.29,57280,-0.596,0.156,0.446
57290,-7.514,9.11,9.656,57290,-0.66,0.242,0.324
57300,-7.568,9.098,9.046,57300,-0.46,0.38,0.23
57310,-6.792,10.166,8.86,57310,-0.222,0.494,0.234
57320,-6.12,11.54,8.536,57320,-0.046,0.578,0.228
57330,-5.868,12.206,8.618,57330,0.076,0.704,0.166
57340,-5.606,11.6,8.93,57340,0.01,0.82,0.158
57350,-5.184,10.172,8.554,57350,-0.174,0.838,0.148
57360,-4.818,8.21,7.362,57360,-0.366,0.804,0.14
57370,-4.492,6.73,6.622,57370,-0.442,0.764,0.156
57380,-4.242,5.682,6.194,57380,-0.38,0.742,0.164
57390,-4.194,4.836,5.34,57390,-0.318,0.728,0.17
57400,-3.924,5.126,4.992,57400,-0.31,0.72,0.138
57410,-3.564,6.092,4.884,57410,-0.446,0.67,0.084
57420,-4.078,6.978,4.54,57420,-0.656,0.616,0.042
57430,-4.848,7.284,4.21,57430,-0.756,0.602,-0.018
57440,-5.426,7.054,3.878,57440,-0.524,0.632,-0.084
57450,-5.672,6.956,3.656,57450,-0.052,0.63,-0.08
57460,-5.538,6.932,3.474,57460,0.398,0.63,-0.13
57470,-5.052,7.388,3.35,57470,0.73,0.644,-0.21
57480,-4.684,8.68,3.57,57480,0.858,0.63,-0.266
57490,-4.58,9.438,4.13,57490,0.79,0.59,-0.246
57500,-4.552,8.822,4.95,57500,0.7,0.556,-0.218
57510,-4.622,7.534,4.83,57510,0.616,0.568,-0.238
57520,-4.668,6.264,3.986,57520,0.404,0.554,-0.282
57530,-4.792,6.266,3.864,57530,-0.014,0.544,-0.332
57540,-4.824,6.832,4.07,57540,-0.484,0.566,-0.358
57550,-4.88,7.47,4.302,57550,-0.78,0.61,-0.344
57560,-4.8,7.904,4.344,57560,-0.728,0.682,-0.366
57570,-4.732,7.386,4.248,57570,-0.514,0.756,-0.404
57580,-4.49,6.636,4.026,57580,-0.36,0.84,-0.444
57590,-4.158,7.118,3.432,57590,-0.392,0.924,-0.48
57600,-4.04,8.912,3.87,57600,-0.52,0.984,-0.482
57610,-4.06,9.908,4.824,57610,-0.612,1.014,-0.48
57620,-3.99,8.936,5.298,57620,-0.612,1.04,-0.462
57630,-3.802,7.686,5.302,57630,-0.58,1.072,-0.458
57640,-3.498,7.198,4.476,57640,-0.53,1.076,-0.45
57650,-3.244,7.908,4.096,57650,-0.43,1.056,-0.438
57660,-3.344,9.018,4.686,57660,-0.32,1.072,-0.452
57670,-3.438,9.434,5.456,57670,-0.332,1.096,-0.476
57680,-3.536,9.07,5.126,57680,-0.552,1.118,-0.484
57690,-3.562,8.526,4.204,57690,-0.778,1.126,-0.484
57700,-3.634,8.522,4.22,57700,-0.836,1.104,-0.488
57710,-3.85,8.268,4.336,57710,-0.758,1.1,-0.492
57720,-4.01,7.72,4.212,57720,-0.662,1.102,-0.498
57730,-3.822,7.568,4.28,57730,-0.612,1.084,-0.486
57740,-3.488,8.122,4.386,57740,-0.544,1.054,-0.474
57750,-3.316,8.836,4.714,57750,-0.4,1,-0.474
57760,-3.456,8.882,4.398,57760,-0.204,0.914,-0.442
57770,-3.762,8.268,3.856,57770,0,0.83,-0.4
57780,-3.77,7.75,3.576,57780,0.156,0.742,-0.34
57790,-3.65,7.604,3.416,57790,0.248,0.634,-0.256
57800,-3.61,7.654,3.288,57800,0.306,0.516,-0.186
57810,-3.658,7.638,3.292,57810,0.32,0.384,-0.102
57820,-3.848,7.568,3.086,57820,0.266,0.296,0.012
57830,-4.01,7.262,2.548,57830,0.152,0.222,0.106
57840,-4.106,7.166,2.208,57840,0.01,0.15,0.16
57850,-4.236,7.308,2.144,57850,-0.152,0.116,0.234
57860,-4.444,7.526,2.11,57860,-0.322,0.058,0.328
57870,-4.592,8.082,2.206,57870,-0.436,0,0.344
57880,-4.568,8.638,2.062,57880,-0.382,-0.002,0.34
57890,-4.33,9.098,2.238,57890,-0.206,-0.022,0.34
57900,-4.126,9.754,2.62,57900,-0.02,-0.02,0.306
57910,-3.948,10.478,3.07,57910,-0.022,-0.034,0.318
57920,-3.47,10.806,3.428,57920,-0.27,-0.042,0.364
57930,-3.06,10.354,3.848,57930,-0.482,-0.018,0.382
57940,-3.182,9.662,3.764,57940,-0.596,-0.024,0.334
57950,-3.152,9.062,3.264,57950,-0.482,-0.006,0.318
57960,-3.25,8.334,3.028,57960,-0.068,0.078,0.302
57970,-3.312,7.664,3.454,57970,0.292,0.124,0.316
57980,-3.178,7.054,3.854,57980,0.392,0.156,0.318
57990,-3.29,7.532,4.268,57990,0.34,0.148,0.28
58000,-3.35,8.94,3.814,58000,0.118,0.12,0.28
58010,-3.404,8.954,3.708,58010,-0.262,0.07,0.304
58020,-3.126,7.302,3.862,58020,-0.644,0.022,0.296
58030,-2.802,6.284,3.902,58030,-0.826,-0.01,0.302
58040,-2.63,6.4,3.854,58040,-0.738,-0.046,0.318
58050,-2.424,6.912,3.834,58050,-0.44,-0.064,0.294
58060,-2.76,7.992,3.48,58060,-0.04,-0.058,0.282
58070,-2.98,9.288,3.47,58070,0.328,-0.03,0.288
58080,-2.962,10.16,3.628,58080,0.532,-0.004,0.274
58090,-2.864,10.312,3.884,58090,0.488,-0.012,0.268
58100,-2.506,9.5,3.618,58100,0.292,-0.032,0.246
58110,-2.32,8.448,3.002,58110,0.056,-0.06,0.224
58120,-2.432,7.786,2.868,58120,-0.11,-0.096,0.214
58130,-2.552,7.302,2.948,58130,-0.15,-0.114,0.192
58140,-2.466,7.182,3.044,58140,-0.122,-0.128,0.188
58150,-2.334,7.776,3.586,58150,-0.126,-0.178,0.228
58160,-2.446,8.494,3.696,58160,-0.178,-0.232,0.29
58170,-2.774,9.116,3.714,58170,-0.2,-0.26,0.31
58180,-2.982,9.304,4.01,58180,-0.182,-0.306,0.34
58190,-3.078,8.836,3.962,58190,-0.194,-0.318,0.398
58200,-3.082,8.238,3.79,58200,-0.288,-0.268,0.392
58210,-3.058,7.806,3.694,58210,-0.402,-0.222,0.298
58220,-3.216,7.546,3.546,58220,-0.516,-0.198,0.168
58230,-3.352,7.334,3.518,58230,-0.688,-0.166,0.104
58240,-3.372,7.402,3.742,58240,-0.738,-0.132,0.012
58250,-3.342,7.54,3.676,58250,-0.536,-0.094,-0.14
58260,-3.194,7.484,4.016,58260,-0.212,-0.032,-0.274
58270,-3.128,7.552,4.696,58270,0.074,0.034,-0.396
58280,-3.274,8.068,4.758,58280,0.3,0.094,-0.528
58290,-3.576,9.164,4.926,58290,0.486,0.174,-0.644
58300,-3.602,9.794,5.308,58300,0.54,0.31,-0.742
58310,-3.644,9.556,5.448,58310,0.324,0.394,-0.768
58320,-3.694,9.14,5.302,58320,0.034,0.436,-0.778
58330,-3.588,8.862,5.704,58330,-0.12,0.54,-0.808
58340,-3.524,8.698,6.532,58340,-0.122,0.61,-0.828
58350,-3.53,9.062,7.014,58350,-0.028,0.606,-0.928
58360,-3.562,9.372,7.14,58360,-0.078,0.618,-1.076
58370,-3.674,9.974,8.056,58370,-0.502,0.654,-1.156
58380,-4.05,10.824,8.592,58380,-1.078,0.69,-1.294
58390,-4.696,10.97,8.888,58390,-1.49,0.818,-1.454
58400,-4.952,9.906,9.438,58400,-1.64,0.952,-1.562
58410,-5.23,8.668,9.652,58410,-1.578,1.028,-1.618
58420,-6.018,7.798,8.344,58420,-1.416,1.126,-1.694
58430,-6.276,8.384,7.98,58430,-1.264,1.264,-1.768
58440,-5.674,10.406,9.156,58440,-1.23,1.32,-1.832
58450,-5.454,12.694,9.848,58450,-1.328,1.276,-1.92
58460,-5.042,13.688,10.592,58460,-1.62,1.26,-1.97
58470,-5.32,13.538,10.628,58470,-1.992,1.398,-2.074
58480,-5.874,12.67,10.06,58480,-2.21,1.558,-2.232
58490,-5.976,11.44,9.762,58490,-2.276,1.596,-2.236
58500,-5.63,10.462,9.784,58500,-2.046,1.532,-2.232
58510,-5.402,9.998,9.434,58510,-1.552,1.408,-2.264
58520,-5.58,10.116,9.012,58520,-1.154,1.21,-2.22
58530,-5.57,10.768,10.236,58530,-0.996,0.998,-2.184
58540,-4.852,11.896,12.258,58540,-1.054,0.858,-2.236
58550,-3.86,12.824,12.446,58550,-1.372,0.794,-2.288
58560,-3.252,11.456,10.176,58560,-1.948,0.772,-2.3
58570,-3.682,8.97,7.782,58570,-2.614,0.854,-2.304
58580,-4.326,7.448,6.402,58580,-3.182,1.036,-2.352
58590,-4.52,6.978,5.674,58590,-3.606,1.19,-2.414
58600,-4.464,7.066,5.168,58600,-3.92,1.298,-2.474
58610,-4.332,7.958,5.572,58610,-4.134,1.406,-2.554
58620,-4.138,9.298,6.686,58620,-4.136,1.56,-2.654
58630,-3.956,10.06,7.226,58630,-4.07,1.75,-2.712
58640,-3.472,10,7.782,58640,-4.07,1.936,-2.718
58650,-2.93,9.802,8.018,58650,-4.042,2.124,-2.728
58660,-3.106,9.6,7.664,58660,-3.948,2.312,-2.736
58670,-3.766,9.234,7.838,58670,-3.856,2.444,-2.726
58680,-4.116,8.442,7.616,58680,-3.764,2.492,-2.696
58690,-3.606,7.728,7.148,58690,-3.734,2.46,-2.634
58700,-2.722,6.862,6.712,58700,-3.782,2.358,-2.586
58710,-2.138,5.858,6.63,58710,-3.91,2.258,-2.536
58720,-1.886,5.25,6.118,58720,-4.034,2.192,-2.45
58730,-1.66,4.702,5.104,58730,-4.092,2.184,-2.358
58740,-1.892,4.188,3.786,58740,-4.022,2.224,-2.266
58750,-2.43,3.876,2.482,58750,-3.736,2.252,-2.202
58760,-2.928,3.352,1.288,58760,-3.292,2.292,-2.142
58770,-3.39,2.988,0.324,58770,-2.784,2.328,-2.09
58780,-3.584,2.774,-0.214,58780,-2.316,2.362,-2.046
58790,-3.432,2.226,-0.908,58790,-1.968,2.42,-2.008
58800,-3.46,1.502,-1.364,58800,-1.746,2.516,-1.99
58810,-3.72,0.306,-1.12,58810,-1.654,2.6,-1.958
58820,-4.344,-0.976,-1.502,58820,-1.732,2.68,-1.888
58830,-4.8,-1.998,-1.836,58830,-1.9,2.78,-1.79
58840,-5.172,-2.602,-2.068,58840,-2.02,2.91,-1.71
58850,-5.336,-2.89,-1.946,58850,-2.098,3.08,-1.65
58860,-5.056,-3.034,-1.884,58860,-2.228,3.264,-1.564
58870,-4.804,-3.008,-1.942,58870,-2.36,3.438,-1.486
58880,-4.788,-2.816,-2.274,58880,-2.474,3.628,-1.392
58890,-4.75,-2.586,-2.452,58890,-2.536,3.816,-1.264
58900,-4.444,-2.63,-2.606,58900,-2.332,4.002,-1.25
58910,-4.032,-2.812,-2.904,58910,-1.984,4.146,-1.156
58920,-3.584,-2.926,-2.994,58920,-1.41,4.238,-0.938
58930,-3.036,-3.016,-3.154,58930,-0.782,4.196,-0.772
58940,-2.73,-3.21,-3.708,58940,-0.43,4.124,-0.56
58950,-2.46,-3.738,-4.636,58950,-0.34,4,-0.328
58960,-2.09,-4.412,-5.776,58960,-0.348,3.842,-0.116
58970,-2.104,-4.06,-8.696,58970,-0.368,3.65,0.132
58980,-1.948,-5.086,-12.02,58980,-0.358,3.398,0.486
58990,-1.78,-7.102,-13.792,58990,-0.398,3.1,0.88
59000,-2.688,-8.06,-14.836,59000,-0.656,2.834,1.426
59010,-3.396,-8.346,-14.746,59010,-0.76,2.616,2.04
59020,-3.846,-8.272,-14.822,59020,-0.48,2.132,2.75
59030,-4.356,-8.304,-15.464,59030,-0.17,0.872,3.89
59040,-4.924,-8.584,-16.934,59040,-0.076,-1.448,5.294
59050,-5.544,-9.524,-17.934,59050,0.922,-3.876,6.41
59060,-6.252,-9.81,-17.736,59060,3.152,-5.694,6.988
59070,-6,-10.21,-16.362,59070,5.538,-7.172,7.208
59080,-4.934,-10.476,-17.896,59080,6.992,-8.382,7.596
59090,-4.174,-11.426,-24.816,59090,6.828,-9.072,8.39
59100,-3.57,-15.22,-33.852,59100,5.422,-9.188,9.114
59110,-2.422,-19.828,-39.074,59110,3.82,-9.012,9.322
59120,3.118,-20.48,-39.226,59120,2.656,-8.824,9.198
59130,12.184,-18.312,-39.184,59130,1.976,-8.72,8.806
59140,21.674,-12.004,-39.226,59140,1.82,-8.808,8.364
59150,30.438,0.204,-38.982,59150,1.87,-8.886,8.454
59160,34.854,11.35,-31.264,59160,1.514,-8.998,9.112
59170,35.604,17.71,-16.588,59170,0.496,-9.55,10.124
59180,35.896,20.562,-3.978,59180,-4.478,-12.456,11.284
59190,35.498,22.404,5.536,59190,-8.892,-17.412,11.61
59200,31.128,24.056,10.068,59200,-9.444,-13.62,9.098
59210,23.564,25.988,14.142,59210,-6.524,-8.342,4.446
59220,16.274,27.138,18.548,59220,-4.776,-2.58,1.218
59230,8.102,26.534,18.642,59230,-6.016,-0.558,0.63
59240,-4.468,22.822,11.958,59240,-8.676,-4.644,-0.574
59250,-15.418,16.586,-14.206,59250,-8.248,-9.072,-2.614
59260,-10.73,16.952,-21.128,59260,-4.284,-9.26,-4.13
59270,35.388,16.234,25.39,59270,1.234,-7.146,-4.08
59280,39.226,10.182,-3.784,59280,5.038,-6.112,-4.15
59290,38.998,14.354,6.09,59290,6.038,-6.318,-4.158
59300,32.758,12.212,-7.352,59300,5.444,-6.5,-3.988
59310,-7.434,0.068,-9.058,59310,4.498,-5.904,-3.414
59320,-31.44,-4.716,-4.628,59320,4.334,-4.866,-2.53
59330,-1.29,-15.816,-2.408,59330,5.344,-4.046,-1.65
59340,36.724,-23.094,-2.486,59340,6.632,-3.5,-1.074
59350,39.226,-16.372,2.648,59350,7.286,-2.822,-0.874
59360,25.038,-1.128,10.128,59360,7.11,-2.002,-0.84
59370,18.41,10.254,17.222,59370,6.38,-1.49,-0.948
59380,21.532,11.932,20.734,59380,5.482,-1.316,-1.004
59390,22.02,5.204,23.164,59390,4.546,-1.394,-0.982
59400,15.838,-1.676,23.734,59400,3.738,-1.53,-0.964
59410,10.79,-0.474,22.916,59410,3.29,-1.546,-0.988
59420,11.158,6.044,22.714,59420,3.118,-1.344,-1.094
59430,13.414,13.054,21.452,59430,3.016,-0.89,-1.266
59440,12.994,17.6,19.26,59440,3.004,-0.356,-1.47
59450,10.538,19.696,16.692,59450,3.07,0.104,-1.69
59460,7.788,19.8,15.032,59460,3.134,0.552,-1.902
59470,5.788,19.448,14.108,59470,3.036,1.018,-2.02
59480,4.828,19.542,13.768,59480,2.79,1.43,-2.098
59490,4.746,19.404,14.596,59490,2.39,1.718,-2.1
59500,5.412,18.354,16.282,59500,1.86,1.818,-2.184
59510,5.836,17.198,16.706,59510,1.214,1.762,-2.38
59520,5.43,16.586,16.29,59520,0.434,1.714,-2.558
59530,5.164,16.642,14.93,59530,-0.442,1.804,-2.768
59540,5.488,16.864,14.078,59540,-1.346,1.928,-2.928
59550,5.226,16.81,12.528,59550,-2.14,2.084,-2.968
59560,3.964,16.712,10.692,59560,-2.68,2.248,-2.912
59570,1.778,16.632,8.466,59570,-2.796,2.348,-2.84
59580,0.23,17.14,6.432,59580,-2.624,2.384,-2.744
59590,0.584,17.486,5.6,59590,-2.314,2.408,-2.672
59600,1.814,17.92,5.016,59600,-1.984,2.432,-2.67
59610,2.71,18.004,4.174,59610,-1.956,2.49,-2.614
59620,3.066,16.752,3.858,59620,-2.31,2.618,-2.47
59630,2.726,13.726,3.508,59630,-2.91,2.754,-2.302
59640,1.646,10.562,2.378,59640,-3.348,2.876,-2.166
59650,0.378,8.232,1.38,59650,-3.486,2.986,-2.032
59660,-0.664,6.912,1.442,59660,-3.384,3.078,-1.844
59670,-1.066,7.016,1.03,59670,-3.138,3.124,-1.61
59680,-0.36,7.634,1.666,59680,-2.662,3.166,-1.428
59690,0.366,8.444,2.596,59690,-1.978,3.232,-1.296
59700,0.226,8.574,2.332,59700,-1.296,3.258,-1.184
59710,-0.172,8.172,1.584,59710,-0.722,3.194,-1.088
59720,-0.43,7.41,1.142,59720,-0.314,3.114,-1.002
59730,-0.712,6.216,0.684,59730,-0.028,3.004,-0.922
59740,-1.1,4.686,0.292,59740,0.162,2.822,-0.816
59750,-1.418,3.41,0.342,59750,0.266,2.632,-0.724
59760,-1.788,2.74,0.26,59760,0.206,2.444,-0.668
59770,-2.5,2.646,-0.14,59770,0,2.23,-0.604
59780,-3.174,3.34,-0.638,59780,-0.334,1.942,-0.466
59790,-3.56,4.004,-0.39,59790,-0.66,1.702,-0.314
59800,-3.942,4.404,-0.472,59800,-0.72,1.534,-0.14
59810,-4.508,4.51,-1.238,59810,-0.3,1.328,0.05
59820,-4.926,4.594,-1.862,59820,0.51,1.106,0.26
59830,-5.15,5.312,-1.142,59830,1.54,0.96,0.382
59840,-5.282,6.818,-1.824,59840,2.442,0.81,0.426
59850,-5.472,7.73,-1.964,59850,2.904,0.634,0.51
59860,-5.578,7.448,-1.46,59860,2.776,0.548,0.552
59870,-5.722,6.24,-0.82,59870,2.48,0.494,0.496
59880,-6.276,4.606,-1.202,59880,2.312,0.404,0.526
59890,-6.638,3.13,-1.816,59890,2.278,0.3,0.554
59900,-6.742,2.716,-1.774,59900,2.796,0.238,0.378
59910,-7.152,3.894,-1.118,59910,3.208,0.268,0.284
59920,-7.282,6.014,-1.044,59920,2.894,0.264,0.202
59930,-6.96,7.972,0.256,59930,2.02,0.254,0.168
59940,-6.652,9.756,1.214,59940,1.048,0.254,0.168
59950,-6.35,9.67,0.698,59950,0.672,0.198,0.24
59960,-5.716,6.522,-0.432,59960,1.164,0.068,0.298
59970,-5.552,6.316,-2.03,59970,2.126,-0.164,0.35
59980,-4.896,8.468,-1.666,59980,2.642,-0.426,0.508
59990,-5.292,11.308,-0.164,59990,2.288,-0.686,0.678
60000,-5.692,13.388,1.648,60000,1.382,-0.938,0.856
60010,-5.774,13.246,2.644,60010,0.35,-1.184,1.022
60020,-6.072,9.67,1.524,60020,-0.55,-1.356,1.128
60030,-6.532,5.172,0.046,60030,-1.192,-1.398,1.216
60040,-7.088,3.238,-1.568,60040,-1.354,-1.388,1.22
60050,-7.222,4.258,-1.364,60050,-1.2,-1.342,1.166
60060,-7.746,6.368,0.39,60060,-0.982,-1.254,1.102
60070,-8.226,7.95,2.332,60070,-0.846,-1.112,0.96
60080,-8.128,7.916,3.362,60080,-0.858,-1.032,0.828
60090,-7.962,7.946,3.332,60090,-0.914,-0.982,0.74
60100,-7.546,8.112,4.218,60100,-0.904,-0.874,0.64
60110,-7.082,7.664,3.93,60110,-0.906,-0.776,0.578
60120,-6.498,6.846,3.382,60120,-1.046,-0.72,0.568
60130,-5.946,7.048,2.766,60130,-1.22,-0.6,0.54
60140,-5.472,8.338,3.218,60140,-1.228,-0.446,0.452
60150,-5.31,9.568,3.112,60150,-1.136,-0.32,0.384
60160,-5.152,9.91,2.716,60160,-1.022,-0.224,0.358
60170,-4.758,9.878,2.688,60170,-0.872,-0.188,0.33
60180,-4.63,9.802,2.828,60180,-0.764,-0.146,0.31
60190,-4.706,9.1,3.15,60190,-0.702,-0.074,0.22
60200,-4.358,8.43,3.576,60200,-0.724,-0.018,0.13
60210,-4.016,8.826,3.202,60210,-0.914,0.048,0.076
60220,-4.01,9.304,3.178,60220,-1.24,0.068,0.058
60230,-4.35,8.758,3.442,60230,-1.578,0.008,0.038
60240,-5.114,7.924,2.97,60240,-1.706,0.012,-0.066
60250,-5.26,7.276,3.154,60250,-1.66,0.074,-0.152
60260,-4.796,7.758,3.69,60260,-1.56,0.124,-0.208
60270,-4.496,8.762,3.604,60270,-1.444,0.132,-0.224
60280,-4.564,9.304,3.96,60280,-1.242,0.098,-0.252
60290,-4.854,9.612,3.788,60290,-0.932,0.056,-0.28
60300,-5.104,9.364,3.614,60300,-0.622,0.058,-0.288
60310,-4.83,9.48,3.87,60310,-0.402,0.076,-0.284
60320,-3.98,9.642,3.846,60320,-0.284,0.092,-0.262
60330,-3.638,9.584,3.78,60330,-0.148,0.098,-0.28
60340,-3.708,8.864,3.69,60340,0.062,0.112,-0.282
60350,-4.104,8.048,3.146,60350,0.284,0.14,-0.22
60360,-4.302,7.432,2.586,60360,0.482,0.142,-0.184
60370,-3.944,7.542,2.842,60370,0.56,0.142,-0.138
60380,-3.592,7.698,3.368,60380,0.434,0.15,-0.11
60390,-3.548,7.562,3.616,60390,0.134,0.12,-0.088
60400,-3.826,7.83,3.528,60400,-0.194,0.05,-0.054
60410,-4.002,8.132,3.446,60410,-0.37,-0.034,-0.004
60420,-3.962,7.338,3.586,60420,-0.278,-0.092,0.018
60430,-4.234,6.694,3.342,60430,0.056,-0.1,0.03
60440,-4.308,6.808,3.014,60440,0.382,-0.092,0.072
60450,-4.01,7.594,3.218,60450,0.532,-0.118,0.126
60460,-3.888,8.404,3.414,60460,0.616,-0.174,0.182
60470,-4.11,8.588,3.158,60470,0.674,-0.226,0.224
60480,-4.388,8.2,2.832,60480,0.694,-0.25,0.256
60490,-4.376,7.304,2.594,60490,0.664,-0.254,0.288
60500,-4.048,6.48,2.62,60500,0.576,-0.26,0.344
60510,-3.686,6.384,2.922,60510,0.402,-0.238,0.434
60520,-3.598,6.838,3.196,60520,0.204,-0.11,0.482
60530,-3.608,7.246,3.042,60530,-0.012,-0.036,0.482
60540,-3.664,7.398,2.77,60540,-0.258,-0.008,0.5
60550,-3.592,7.702,2.9,60550,-0.396,0.026,0.502
60560,-3.514,8.004,3.04,60560,-0.4,0.024,0.528
60570,-3.41,7.97,3.264,60570,-0.338,0.02,0.56
60580,-3.34,7.716,3.462,60580,-0.218,0.02,0.56
60590,-2.978,7.648,3.66,60590,-0.066,-0.008,0.55
60600,-2.88,8.35,3.866,60600,0.12,-0.048,0.526
60610,-3.042,8.976,3.628,60610,0.278,-0.076,0.484
60620,-3.384,9.144,3.442,60620,0.34,-0.09,0.456
60630,-3.806,8.638,2.926,60630,0.258,-0.082,0.428
60640,-4.072,7.742,2.264,60640,0.082,-0.094,0.41
60650,-4.192,7.264,2.176,60650,-0.078,-0.122,0.394
60660,-4.254,7.524,2.458,60660,-0.15,-0.158,0.382
60670,-4.236,7.898,2.286,60670,-0.12,-0.224,0.382
60680,-4.276,8.254,2.006,60680,-0.076,-0.23,0.43
60690,-4.26,8.402,2.298,60690,-0.136,-0.212,0.446
60700,-4.292,8.472,2.762,60700,-0.25,-0.198,0.38
60710,-4.362,8.636,3.146,60710,-0.312,-0.152,0.328
60720,-4.456,9.006,3.28,60720,-0.412,-0.094,0.346
60730,-4.428,9.122,3.142,60730,-0.558,-0.062,0.356
60740,-4.592,8.542,2.734,60740,-0.712,-0.038,0.292
60750,-4.586,7.652,2.698,60750,-0.77,0.008,0.242
60760,-4.734,7.928,3.032,60760,-0.67,0.01,0.262
60770,-4.998,9.138,3.36,60770,-0.388,0.024,0.23
60780,-4.75,9.754,3.844,60780,-0.05,0.134,0.134
60790,-4.434,9.134,4.26,60790,0.06,0.232,0.07
60800,-4.686,8.53,4.016,60800,-0.102,0.268,0.044
60810,-5.252,8.796,3.768,60810,-0.496,0.296,-0.002
60820,-5.208,8.586,4.09,60820,-1.08,0.294,-0.072
60830,-5.074,7.144,3.912,60830,-1.574,0.238,-0.148
60840,-5.176,6.13,2.718,60840,-1.782,0.218,-0.216
60850,-4.784,6.98,2.916,60850,-1.72,0.252,-0.222
60860,-4.246,8.526,4.058,60860,-1.248,0.3,-0.278
60870,-4.084,9.72,4.218,60870,-0.584,0.394,-0.294
60880,-4.168,10.726,4.028,60880,-0.07,0.454,-0.294
60890,-4.496,11.474,4.19,60890,0.222,0.454,-0.3
60900,-4.902,11.94,4.082,60900,0.248,0.428,-0.248
60910,-4.944,11.996,4.198,60910,0.012,0.368,-0.218
60920,-4.658,9.744,4.232,60920,-0.314,0.314,-0.222
