time,acc_x,acc_y,acc_z,time,gyro_x,gyro_y,gyro_z
59170,5.402,-5.17,8.934,59170,2.706,-1.48,3.178
59180,5.592,-4.264,6.14,59180,3.21,-1.608,3.364
59190,6.08,-3.462,4.8,59190,3.804,-1.634,3.566
59200,6.224,-3.492,4.342,59200,4.422,-1.64,3.774
59210,6.158,-3.83,4.786,59210,4.95,-1.626,3.988
59220,6.79,-2.058,5.262,59220,5.356,-1.576,4.196
59230,9.17,0.95,5.246,59230,5.716,-1.492,4.384
59240,9.826,1.674,5.536,59240,6.084,-1.374,4.548
59250,6.522,-0.782,4.162,59250,6.452,-1.232,4.69
59260,7.89,-1.112,3.582,59260,6.828,-1.054,4.764
59270,8.606,-0.704,2.912,59270,7.248,-0.844,4.782
59280,9.026,-1.358,1.778,59280,7.678,-0.61,4.742
59290,10.336,-0.796,1.332,59290,8.15,-0.35,4.602
59300,11.182,-0.816,1.098,59300,8.616,-0.068,4.336
59310,12.118,-0.112,0.912,59310,8.876,0.216,4.01
59320,13.144,0.712,0.75,59320,8.862,0.452,3.736
59330,14.006,1.27,0.678,59330,8.632,0.64,3.46
59340,14.992,1.612,0.59,59340,8.348,0.836,3.114
59350,16.06,2.208,0.424,59350,8.078,1.05,2.758
59360,16.972,3.076,0.27,59360,7.804,1.24,2.44
59370,17.83,3.9,0.22,59370,7.502,1.432,2.126
59380,18.672,4.616,0.078,59380,7.07,1.564,1.836
59390,19.384,5.102,-0.572,59390,6.43,1.644,1.574
59400,19.836,5.768,-1.352,59400,5.7,1.78,1.392
59410,19.82,6.78,-1.876,59410,5.086,1.934,1.234
59420,19.204,7.838,-2.026,59420,4.76,2.078,1.05
59430,18.128,8.58,-2,59430,4.718,2.258,0.888
59440,17.104,9.03,-1.448,59440,4.738,2.432,0.754
59450,16.204,9.216,-1.168,59450,4.658,2.566,0.644
59460,14.954,8.898,-0.854,59460,4.498,2.662,0.532
59470,13.712,8.562,-0.468,59470,4.31,2.676,0.426
59480,12.592,8.674,-0.452,59480,4.218,2.782,0.306
59490,11.626,9.104,-0.19,59490,4.342,2.966,0.132
59500,11.478,9.07,0.64,59500,4.438,3.036,-0.098
59510,11.562,8.206,1.12,59510,4.36,3.02,-0.288
59520,11.236,7.096,1.356,59520,4.138,2.968,-0.466
59530,10.982,6.028,1.534,59530,3.754,2.86,-0.6
59540,10.81,5.424,1.596,59540,3.282,2.782,-0.67
59550,10.568,5.34,1.668,59550,2.946,2.762,-0.704
59560,10.466,5.332,1.752,59560,2.828,2.764,-0.742
59570,10.412,5.42,1.792,59570,2.808,2.79,-0.764
59580,10.758,4.808,2.674,59580,2.736,2.784,-0.836
59590,11.09,4.052,2.512,59590,2.494,2.764,-1.028
59600,10.888,3.732,1.85,59600,1.98,2.71,-1.234
59610,10.778,3.936,1.58,59610,1.29,2.572,-1.396
59620,10.598,5.084,1.654,59620,0.68,2.424,-1.506
59630,9.962,6.086,1.374,59630,0.39,2.412,-1.544
59640,9.61,6.106,1.564,59640,0.378,2.452,-1.568
59650,9.516,5.132,2.012,59650,0.482,2.492,-1.524
59660,9.25,4.578,2.116,59660,0.664,2.534,-1.482
59670,9.092,4.27,2.08,59670,0.646,2.518,-1.474
59680,8.926,4.922,2.256,59680,0.344,2.444,-1.432
59690,8.868,7.01,3.138,59690,0,2.368,-1.43
59700,9.238,8.93,4.25,59700,-0.138,2.326,-1.486
59710,9.398,9.512,4.658,59710,-0.074,2.276,-1.544
59720,9.056,8.656,4.782,59720,0.11,2.236,-1.602
59730,9.03,7.068,5.06,59730,0.208,2.23,-1.666
59740,8.846,5.784,4.914,59740,0.044,2.27,-1.72
59750,8.27,4.52,4.552,59750,-0.278,2.328,-1.708
59760,7.836,4.632,4.124,59760,-0.516,2.456,-1.684
59770,7.416,6.054,4.342,59770,-0.536,2.622,-1.716
59780,7.084,7.22,4.75,59780,-0.264,2.736,-1.744
59790,6.736,7.72,5.576,59790,0.286,2.796,-1.776
59800,6.846,7.424,5.868,59800,0.848,2.874,-1.83
59810,7.098,6.844,5.888,59810,1.134,2.948,-1.784
59820,7.228,6.446,5.42,59820,1.128,2.96,-1.776
59830,7.158,6.954,5.662,59830,0.86,2.882,-1.898
59840,7.25,8.054,6.71,59840,0.488,2.812,-1.948
59850,7.394,8.88,7.59,59850,0.08,2.852,-2.006
59860,7.518,9.268,8.268,59860,-0.378,2.874,-1.9
59870,7.226,8.978,8.594,59870,-0.784,2.8,-1.676
59880,6.404,7.55,7.964,59880,-0.864,2.742,-1.464
59890,5.592,5.614,7.464,59890,-0.438,2.77,-1.38
59900,5.354,4.956,7.904,59900,-0.016,2.698,-1.42
59910,6.022,4.862,8.878,59910,0.02,2.554,-1.384
59920,6.142,5.18,9.048,59920,-0.232,2.452,-1.306
59930,5.64,6.822,8.868,59930,-0.544,2.326,-1.146
59940,5.678,8.198,8.542,59940,-0.782,2.296,-0.958
59950,5.746,8.584,9.02,59950,-0.836,2.396,-0.85
59960,5.308,7.568,9.434,59960,-0.822,2.492,-0.764
59970,4.394,5.516,8.104,59970,-0.74,2.518,-0.652
59980,3.698,2.158,5.922,59980,-0.68,2.538,-0.51
59990,3.75,0.72,5.012,59990,-0.828,2.554,-0.28
60000,3.214,2.53,4.67,60000,-1.112,2.546,-0.07
10,2.492,4.996,4.73,10,-1.46,2.406,0.154
20,2.106,6.78,6.02,20,-1.788,2.212,0.418
30,1.882,7.296,7.15,30,-1.878,2.156,0.564
40,1.834,5.814,7.786,40,-1.534,2.086,0.654
50,2.17,4.738,8.666,50,-0.994,1.954,0.648
60,2.346,4.596,9.26,60,-0.674,1.92,0.622
70,1.89,4.456,8.492,70,-0.604,1.95,0.658
80,1.76,3.972,7.504,80,-0.634,2,0.712
90,1.794,3.386,7.17,90,-0.698,2.112,0.72
100,1.836,3.908,7.594,100,-0.836,2.26,0.708
110,1.344,4.708,7.21,110,-0.936,2.358,0.68
120,0.914,4.994,6.626,120,-0.938,2.35,0.67
130,1.416,4.704,7.94,130,-0.91,2.268,0.7
140,1.61,3.124,7.23,140,-0.944,2.154,0.778
150,0.774,2.48,5.71,150,-1.12,2.032,0.878
160,0.122,3.148,6.216,160,-1.396,1.954,0.912
170,-0.484,3.49,6.868,170,-1.734,1.912,0.948
180,-1.098,3.068,7.04,180,-2.08,1.948,1.014
190,-1.508,3.074,6.892,190,-2.13,2.016,0.968
200,-1.604,3.708,7.184,200,-1.87,2.054,0.894
210,-1.74,4.4,7.09,210,-1.522,2.034,0.798
220,-1.914,4.514,5.988,220,-1.23,1.914,0.8
230,-2.004,4.264,4.972,230,-1.02,1.732,0.906
240,-2.08,4.246,4.756,240,-0.95,1.536,1.002
250,-2.09,4.214,4.766,250,-0.94,1.474,1.066
260,-2.05,4.422,5.066,260,-1.07,1.524,1.106
270,-2.238,4.566,5.34,270,-1.322,1.502,1.132
280,-2.184,3.548,5.938,280,-1.578,1.422,1.23
290,-2.126,2.916,6.93,290,-1.716,1.374,1.35
300,-2.184,2.98,6.602,300,-1.774,1.27,1.496
310,-2.922,3.656,4.862,310,-1.832,1.036,1.626
320,-3.7,3.822,2.82,320,-1.906,0.758,1.796
330,-4.172,3.41,1.756,330,-2.04,0.506,2.022
340,-4.722,3.086,2.326,340,-2.172,0.296,2.15
350,-4.15,2.998,3.72,350,-2.378,0.268,2.226
360,-3.036,3.516,4.862,360,-2.816,0.386,2.354
370,-2.952,4.394,4.676,370,-3.484,0.406,2.528
380,-3.392,4.198,3.53,380,-4.158,0.274,2.688
390,-4.05,3.412,2.81,390,-4.366,-0.036,2.778
400,-4.562,2.638,2.236,400,-3.928,-0.49,2.768
410,-5.638,2.728,1.328,410,-2.904,-0.958,2.718
420,-6.42,3.092,1.03,420,-1.814,-1.246,2.69
430,-6.48,2.8,1.514,430,-1.598,-1.266,2.686
440,-6.572,2.814,2.328,440,-2.46,-1.284,2.742
450,-5.76,3.282,4.922,450,-3.358,-1.266,2.816
460,-4.592,4.046,7.478,460,-3.476,-1.07,2.742
470,-4.642,5.61,8.692,470,-3.068,-0.9,2.524
480,-5.872,7.212,7.698,480,-2.496,-0.736,2.328
490,-8.374,7.202,4.89,490,-2.19,-0.49,2.13
500,-11.338,3.91,1.102,500,-1.992,-0.092,2.002
510,-13.118,-0.62,-1.014,510,-1.442,0.444,1.896
520,-12.052,-2.648,1.042,520,-0.612,1.064,1.736
530,-9.516,0.068,5.396,530,0.362,1.804,1.336
540,-8.436,4.956,9.244,540,1.2,2.528,0.824
550,-8.598,7.264,13.598,550,1.648,3.114,0.558
560,-7.796,5.874,15.378,560,2.424,3.472,0.29
570,-9.232,5.548,14.814,570,3.69,4.188,-0.48
580,-10.652,6.292,14.662,580,4.106,5.418,-1.58
590,-11.302,8.364,16.49,590,2.112,5.56,-2.242
600,-10.902,8.716,19.186,600,-1.292,4.57,-1.84
610,-9.428,6.544,18.978,610,-2.442,4.31,-1.524
620,-7.686,2.138,17.456,620,-0.722,4.346,-1.872
630,-4.884,2.96,19.2,630,2.36,3.948,-2.106
640,-2.352,8.908,18.786,640,5.362,3.614,-2.794
650,-1.324,10.426,16.622,650,6.594,3.406,-3.456
660,-1.634,9.046,13.454,660,6.83,3.162,-3.952
670,-0.282,12.126,16.4,670,7.14,3.06,-4.556
680,1.452,19.59,25.03,680,7.174,3.094,-5.124
690,-1.308,27.068,13.032,690,6.808,3.284,-5.698
700,-5.742,22.818,-3.23,700,6.248,3.596,-6.218
710,-2.356,11.812,2.876,710,5.874,3.95,-6.692
720,-0.508,2.25,0.684,720,5.75,4.342,-6.998
730,-1.6,-5.608,-9.274,730,5.774,4.688,-7.158
740,-3.326,-0.358,-11.304,740,5.768,5.054,-7.306
750,-4.306,11.39,-8.662,750,5.478,5.56,-7.344
760,-7.108,18.02,-6.732,760,5.148,6.11,-7.304
770,-10.13,21.02,-4.366,770,4.98,6.62,-7.186
780,-11.782,22.812,-2.25,780,4.788,7.066,-6.942
790,-11.766,24.126,0.37,790,4.486,7.642,-6.778
800,-10.526,23.472,2.45,800,4.286,8.338,-6.766
810,-8.86,21.24,4.486,810,4.194,8.914,-6.68
820,-6.592,17.51,5.648,820,4.114,9.292,-6.474
830,-5.432,13.198,4.1,830,3.704,9.78,-6.358
840,-4.948,11.33,3.542,840,2.776,10.29,-6.096
850,-4.052,9.822,5.928,850,1.522,10.868,-5.484
860,-3.182,7.86,7.842,860,0.116,11.414,-4.46
870,-2.156,6.334,8.62,870,-1.09,11.71,-3.058
880,-1.156,4.38,8.206,880,-2.354,11.782,-1.278
890,-0.224,2.2,7.296,890,-3.352,11.492,1.17
900,0.93,0.822,7.29,900,-4.468,10.742,3.916
910,2.276,-0.85,7.344,910,-4.562,9.078,6.844
920,4.148,-3.178,6.534,920,-3.498,5.672,10.17
930,6.324,-5.308,4.366,930,-0.772,1.03,13.118
940,8.4,-7.31,3.446,940,2.596,-3.056,14.802
950,10.684,-11.252,0.972,950,4.998,-5.072,14.556
960,12.27,-17.334,-0.37,960,6.032,-6.534,13.732
970,12.832,-22.21,-3.846,970,5.32,-9.214,13.962
980,13.344,-26.212,-9.8,980,3.284,-11.292,14.204
990,14.684,-30.082,-16.732,990,0.238,-12.496,13.946
1000,16.032,-35.838,-28.016,1000,-4.02,-14.04,13.398
1010,15.098,-36.162,-39.166,1010,-8.15,-16.618,11.722
1020,14.338,-39.17,-39.166,1020,-11.226,-17.666,7.87
1030,17.594,-39.226,-38.978,1030,-12.762,-16.904,3.748
1040,29.374,-38.346,-39.152,1040,-11.808,-16.692,0.644
1050,39.226,-27.698,-39.166,1050,-9.108,-16.066,-0.862
1060,39.226,-12.826,-39.162,1060,-4.822,-16.178,-0.764
1070,37.49,-0.918,-39.164,1070,-0.89,-15.574,-0.076
1080,39.014,13.988,-38.902,1080,1.496,-12.606,-0.52
1090,39.226,24.358,-30.69,1090,1,-12.126,-0.33
1100,39.226,22.572,-14.058,1100,-1.804,-12.118,-0.3
1110,39.226,29.688,0.162,1110,-5.234,-10.8,-0.868
1120,39.226,38.646,12.15,1120,-6.948,-10.11,-2.198
1130,39.226,38.646,25.18,1130,-4.92,-8.978,-3.56
1140,39.226,36.736,31.368,1140,-0.886,-7.38,-4.402
1150,39.226,17.962,23.564,1150,3.36,-5.224,-4.798
1160,30.092,-13.792,-9.578,1160,6.414,-3.616,-4.304
1170,33.652,-31.558,-9.688,1170,6.89,-2.72,-3.448
1180,39.226,-23.914,-17.26,1180,5.918,-2.67,-2.914
1190,37.936,5.986,-23.222,1190,4.102,-2.788,-2.362
1200,34.216,6.98,-28.552,1200,1.934,-3.966,-2.326
1210,39.226,18.978,-13.324,1210,0.384,-5.42,-2.656
1220,36.904,10.416,-2.298,1220,0.182,-5.248,-3.124
1230,33.632,-0.756,12.116,1230,0.452,-4.248,-3.178
1240,32.006,-15.01,16.954,1240,0.69,-3.154,-3.034
1250,36.42,-18.478,33.878,1250,0.992,-2.086,-3.306
1260,31.504,-16.976,33.94,1260,1.702,-1.66,-3.298
1270,23.596,-4.866,31.648,1270,2.554,-1.83,-2.9
1280,17.784,5.578,25.518,1280,2.896,-2.17,-2.886
1290,16.862,12.434,19.906,1290,1.952,-2.888,-3.19
1300,13.616,21.712,15.676,1300,0.014,-3.802,-3.464
1310,10.354,22.388,18.416,1310,-1.972,-4.438,-3.404
1320,15.248,14.732,23.672,1320,-3.11,-4.45,-3.238
1330,21.676,10.03,28.05,1330,-3.166,-4.074,-3.144
1340,24.512,8.69,30.366,1340,-2.76,-3.68,-3.27
1350,24.172,7.56,27.826,1350,-2.452,-3.444,-3.35
1360,21.524,4.988,22.852,1360,-2.464,-3.356,-3.274
1370,19.124,3.15,16.882,1370,-2.708,-3.24,-3.318
1380,17.424,5.48,12.82,1380,-2.834,-3.09,-3.436
1390,14.616,9.06,12.128,1390,-2.592,-2.872,-3.506
1400,11.572,12.402,13.712,1400,-2.138,-2.52,-3.508
1410,11.238,11.104,15.184,1410,-1.674,-2.22,-3.412
1420,13.45,5.364,15.862,1420,-1.148,-2.012,-3.176
1430,16.142,-0.212,14.714,1430,-0.504,-1.67,-2.852
1440,17.8,-2.662,13.53,1440,0.288,-1.308,-2.546
1450,19.11,-1.898,13.054,1450,0.818,-1.094,-2.254
1460,19.258,-0.852,13.012,1460,0.916,-1.008,-1.838
1470,18.638,-0.736,12.248,1470,0.834,-0.888,-1.454
1480,17.974,-1.988,10.578,1480,0.81,-0.828,-1.342
1490,17.084,-4.438,9.466,1490,0.982,-0.972,-1.13
1500,16.46,-6.276,9.72,1500,0.9,-0.872,-0.702
1510,15.798,-6.322,9.678,1510,-0.118,-0.656,-0.454
1520,14.504,-6.926,8.62,1520,-2.136,-0.754,-0.138
1530,14.306,-9.244,8.416,1530,-3.572,-0.676,0.314
1540,14.012,-10.464,9.08,1540,-2.874,-0.126,0.37
1550,13.006,-9.14,10.338,1550,-1.742,-0.114,0.022
1560,11.788,-7.35,10.904,1560,-1.312,-0.066,0.446
1570,10.564,-7.2,11.474,1570,-0.73,-0.088,0.714
1580,9.19,-8.274,12.492,1580,-0.97,-0.056,0.506
1590,7.626,-7.928,11.012,1590,-2.096,-0.056,0.728
1600,8.154,-3.142,10.368,1600,-2.448,0.068,0.7
1610,8.58,0.684,11.312,1610,-1.494,0.052,0.774
1620,8.51,2.16,12.244,1620,-0.5,-0.118,0.86
1630,10.112,1.616,12.06,1630,0.046,-0.276,0.928
1640,10.614,-3.776,12.096,1640,0.436,-0.502,1.048
1650,8.312,-3.434,8.572,1650,1.04,-0.69,1.158
1660,10.508,-1.122,5.03,1660,1.81,-0.726,1.252
1670,7.212,-5.826,7.97,1670,2.52,-0.73,1.404
1680,7.758,0.112,7.37,1680,3.056,-0.732,1.584
1690,10.91,6.644,6.48,1690,3.252,-0.69,1.722
1700,9.238,1.68,5.486,1700,3.076,-0.708,1.84
1710,6.664,-1.83,3.708,1710,2.85,-0.84,1.918
1720,5.182,-2.332,1.752,1720,2.654,-0.96,1.994
1730,6.54,0.116,1.998,1730,2.616,-1.066,2.112
1740,7.26,1.474,1.758,1740,2.864,-1.158,2.19
1750,7.118,0.842,2.002,1750,3.396,-1.218,2.23
1760,7.592,-0.256,2.438,1760,4.118,-1.246,2.282
1770,7.796,-0.554,2.76,1770,4.852,-1.196,2.352
1780,7.89,-0.808,2.9,1780,5.37,-1.086,2.432
1790,8.054,-0.1,2.954,1790,5.574,-1.018,2.502
1800,8.028,1.084,2.984,1800,5.38,-0.95,2.518
1810,7.582,2.152,2.582,1810,4.754,-0.934,2.512
1820,7.984,2.46,2.632,1820,3.914,-0.962,2.484
1830,8.986,2.078,2.812,1830,3.072,-0.958,2.476
1840,9.936,1.37,2.66,1840,2.454,-0.916,2.444
1850,10.95,0.598,2.372,1850,2.182,-0.834,2.39
1860,12.03,0.014,2.118,1860,2.356,-0.658,2.324
1870,13.096,-0.102,2.176,1870,2.928,-0.454,2.238
1880,14.046,0.538,2.368,1880,3.71,-0.168,2.158
1890,14.374,1.688,2.384,1890,4.424,0.21,2.082
1900,14.654,3.578,2.408,1900,4.878,0.518,2.016
1910,14.948,5.51,2.554,1910,5.034,0.752,1.936
1920,14.764,6.776,3.218,1920,4.986,0.956,1.83
1930,14.384,6.78,3.484,1930,4.83,1.128,1.76
1940,13.57,5.862,3.808,1940,4.674,1.248,1.752
1950,12.638,4.64,4.042,1950,4.614,1.364,1.688
1960,12.284,3.098,4.114,1960,4.652,1.48,1.618
1970,11.738,1.158,3.754,1970,4.83,1.558,1.558
1980,11.194,-0.548,3.576,1980,5.086,1.616,1.526
1990,10.934,-1.026,3.42,1990,5.348,1.684,1.58
2000,10.306,0.006,2.806,2000,5.476,1.876,1.578
2010,9.702,1.65,2.766,2010,5.342,2.064,1.444
2020,9.414,3.06,2.582,2020,4.892,2.1,1.312
2030,9.176,3.648,2.552,2030,4.232,2.076,1.232
2040,8.896,3.096,2.194,2040,3.68,2.052,1.162
2050,8.778,2.324,1.67,2050,3.542,2.102,1.018
2060,9.364,2.122,1.388,2060,3.806,2.226,0.836
2070,9.84,2.144,1.206,2070,4.17,2.344,0.674
2080,10.13,1.994,0.76,2080,4.362,2.444,0.514
2090,10.602,1.148,0.506,2090,4.21,2.492,0.366
2100,11.432,0.984,0.644,2100,3.804,2.47,0.204
2110,12.394,3.128,0.106,2110,3.31,2.456,-0.014
2120,12.538,5.628,-0.566,2120,2.956,2.422,-0.206
2130,12.488,7.02,-0.166,2130,2.772,2.42,-0.312
2140,12.65,6.754,0.088,2140,2.734,2.478,-0.412
2150,13.06,5.522,0.492,2150,2.628,2.502,-0.474
2160,13.846,4.542,0.218,2160,2.278,2.482,-0.564
2170,14.492,4.516,-0.258,2170,1.84,2.454,-0.686
2180,14.49,5.514,-0.214,2180,1.56,2.462,-0.856
2190,13.96,6.434,0.226,2190,1.356,2.518,-1.052
2200,13.228,6.806,0.46,2200,1.198,2.612,-1.234
2210,12.966,6.778,1.082,2210,1.154,2.768,-1.428
2220,12.322,6.616,1.754,2220,1.1,2.938,-1.594
2230,11.588,5.868,2.326,2230,0.906,3.026,-1.69
2240,10.844,5.35,3.092,2240,0.622,3.052,-1.826
2250,10.126,5.59,3.128,2250,0.314,3.044,-1.914
2260,9.664,6.686,2.732,2260,-0.072,2.958,-1.872
2270,9.744,7.95,3.04,2270,-0.538,2.906,-1.876
2280,10.138,8.632,3.706,2280,-0.944,2.962,-1.89
2290,11.122,8.31,4.306,2290,-1.176,3.082,-1.874
2300,12.102,7.75,5.072,2300,-1.116,3.266,-1.854
2310,12.824,7.892,5.344,2310,-0.862,3.406,-1.84
2320,12.97,8.088,5.534,2320,-0.562,3.482,-1.792
2330,11.702,7.886,5.358,2330,-0.382,3.518,-1.726
2340,9.512,7.918,4.986,2340,-0.4,3.54,-1.688
2350,8.176,7.818,4.636,2350,-0.606,3.552,-1.626
2360,7.486,7.616,4.494,2360,-0.92,3.606,-1.542
2370,7.358,7.474,5,2370,-1.13,3.742,-1.506
2380,8.444,7.118,6.178,2380,-0.998,3.912,-1.466
2390,9.706,6.568,7.65,2390,-0.62,4.046,-1.428
2400,10.546,5.65,8.114,2400,-0.152,4.138,-1.424
2410,10.37,4.734,7.442,2410,0.224,4.126,-1.398
2420,9.394,4.206,6.688,2420,0.284,4.056,-1.242
2430,8.166,4.14,6.426,2430,0.122,3.998,-1.062
2440,7.068,4.596,6.878,2440,-0.112,3.956,-0.872
2450,6.474,5.176,7.402,2450,-0.294,3.916,-0.72
2460,6.518,5.41,8.022,2460,-0.304,3.842,-0.576
2470,7.124,5.442,9.78,2470,-0.146,3.758,-0.42
2480,8.16,4.848,10.94,2480,0.188,3.634,-0.278
2490,8.572,3.804,10.586,2490,0.588,3.508,-0.152
2500,8.356,2.754,9.356,2500,0.84,3.382,-0.044
2510,7.424,2.606,8.448,2510,0.702,3.336,-0.012
2520,6.19,2.456,7.406,2520,0.076,3.33,-0.002
2530,5.152,2.162,7.36,2530,-0.798,3.384,0.062
2540,4.34,1.954,7.66,2540,-1.574,3.466,0.208
2550,3.592,2.188,8.13,2550,-2.032,3.414,0.378
2560,3.16,3.228,8.284,2560,-2.056,3.266,0.522
2570,3.398,3.45,8.054,2570,-1.714,3.11,0.664
2580,3.62,2.418,7.576,2580,-0.998,2.972,0.804
2590,3.468,1.306,7.436,2590,-0.038,2.856,0.916
2600,3.106,1.028,6.81,2600,0.728,2.758,0.97
2610,2.602,2.4,6.578,2610,0.81,2.75,1.05
2620,2.09,4.328,7.046,2620,0.208,2.784,1.146
2630,1.822,5.636,7.726,2630,-0.732,2.744,1.258
2640,1.706,4.834,8.03,2640,-1.466,2.662,1.384
2650,0.742,3.544,6.628,2650,-1.56,2.536,1.46
2660,-0.082,3.01,4.908,2660,-1.294,2.44,1.524
2670,-0.426,1.682,3.504,2670,-1.034,2.318,1.632
2680,-0.8,-0.142,2.718,2680,-0.862,2.15,1.736
2690,-1.242,-2.27,2.588,2690,-0.73,1.968,1.836
2700,-1.942,-2.96,2.678,2700,-0.598,1.79,1.884
2710,-1.938,-1.166,3.902,2710,-0.428,1.666,1.876
2720,-1.272,2.504,5.182,2720,-0.31,1.58,1.84
2730,-1.006,4.716,5.584,2730,-0.28,1.476,1.88
2740,-1.012,3.754,4.798,2740,-0.366,1.342,2.02
2750,-1.186,2.07,3.806,2750,-0.67,1.244,2.14
2760,-0.93,1.906,3.052,2760,-1.078,1.194,2.226
2770,-0.96,2.654,2.358,2770,-1.332,1.154,2.216
2780,-1.528,3.384,1.838,2780,-1.376,1.1,2.134
2790,-2.158,3.774,1.556,2790,-1.288,1.066,2.056
2800,-3.046,3.73,1.102,2800,-1.098,1.088,2.008
2810,-3.64,3.43,0.7,2810,-0.762,1.114,1.984
2820,-3.776,3.44,1.022,2820,-0.316,1.104,1.978
2830,-3.578,3.848,1.69,2830,0.01,1.042,1.99
2840,-3.12,5.014,2.156,2840,0.036,0.906,1.992
2850,-3.022,6.628,2.518,2850,-0.196,0.718,1.95
2860,-2.948,7.532,2.746,2860,-0.582,0.592,1.904
2870,-3.14,7.568,2.614,2870,-1.078,0.484,1.89
2880,-3.858,7.024,1.57,2880,-1.48,0.294,1.89
2890,-4.626,6.604,0.908,2890,-1.548,0.136,1.852
2900,-4.89,6.804,1.734,2900,-1.316,0.05,1.776
2910,-5.054,6.768,2.28,2910,-0.894,-0.054,1.776
2920,-5.04,6.65,2.46,2920,-0.516,-0.174,1.816
2930,-5.098,6.882,1.908,2930,-0.384,-0.236,1.824
2940,-5.59,7.812,1.664,2940,-0.534,-0.234,1.82
2950,-6.3,8.622,2.072,2950,-0.96,-0.29,1.85
2960,-6.542,8.68,2.248,2960,-1.548,-0.438,1.902
2970,-6.71,8.26,2.188,2970,-1.982,-0.576,1.904
2980,-7.294,7.906,1.956,2980,-2.05,-0.608,1.904
2990,-7.326,7.862,1.486,2990,-1.796,-0.772,1.954
3000,-7.02,7.738,1.032,3000,-1.466,-0.856,2.01
3010,-7.136,6.748,0.98,3010,-1.352,-0.992,2.026
3020,-7.16,6.292,1.692,3020,-1.664,-1.152,2.07
3030,-6.822,7.21,3.116,3030,-2.272,-1.378,2.1
3040,-6.766,7.94,3.78,3040,-2.954,-1.594,2.126
3050,-7.546,7.704,3.692,3050,-3.466,-1.732,2.172
3060,-8.5,7.534,4.332,3060,-3.612,-1.788,2.194
3070,-8.982,7.222,4.796,3070,-3.396,-1.766,2.15
3080,-8.928,6.098,4.86,3080,-3.122,-1.62,2.02
3090,-9.198,4.454,4.568,3090,-3.322,-1.294,1.786
3100,-8.626,3.76,4.882,3100,-3.99,-1.004,1.6
3110,-8.682,4.336,5.334,3110,-4.596,-0.88,1.39
3120,-8.32,5.844,5.45,3120,-4.324,-0.684,1.056
3130,-8.564,6.834,5.576,3130,-3.23,-0.174,0.98
3140,-8.944,6.262,6.288,3140,-2.034,0.672,0.914
3150,-8.614,4.952,6.856,3150,-1.096,1.586,0.63
3160,-7.396,4.036,7.854,3160,-0.38,2.432,0.316
3170,-5.502,3.852,10.136,3170,0.378,3.112,0.022
3180,-2.952,5.77,13.378,3180,1.372,3.62,-0.398
3190,-0.546,9.79,17.12,3190,2.75,3.89,-0.924
3200,-0.696,13.394,18.966,3200,4.1,3.96,-1.654
3210,-3.4,13.798,17.532,3210,4.624,5.012,-2.63
3220,-5.856,10.332,15.738,3220,2.24,5.778,-3.004
3230,-4.44,4.846,17.134,3230,-1.796,4.716,-2.714
3240,-0.118,3.912,21.19,3240,-4.03,3.96,-2.18
3250,2.692,6.554,24.93,3250,-2.81,4.062,-1.96
3260,4.668,9.106,26.094,3260,0.378,3.832,-1.838
3270,5.01,9.412,24.092,3270,4.22,3.812,-2.252
3280,3.632,7.022,20.462,3280,6.658,3.952,-3.064
3290,1.738,6.098,14.752,3290,7.306,3.796,-3.794
3300,-0.81,7.442,8.796,3300,7.098,3.796,-4.652
3310,1.65,18.22,25.318,3310,6.322,3.934,-5.412
3320,6.882,31.874,36.568,3320,5.59,4.156,-6.026
3330,-0.218,23.718,2.788,3330,5.26,4.618,-6.504
3340,-2.238,7.186,-3.792,3340,5.158,4.98,-6.602
3350,2.086,-0.196,5.154,3350,5.174,5.148,-6.88
3360,1.294,-9.982,-5.724,3360,5.196,5.386,-7.1
3370,-0.514,-8.286,-7.678,3370,5.344,5.678,-7.296
3380,-1.67,6.652,-3.344,3380,5.652,5.864,-7.548
3390,-4.856,18.132,-2.614,3390,5.8,6.048,-7.63
3400,-7.394,26.084,0.48,3400,5.58,6.388,-7.612
3410,-8.262,29.672,4.188,3410,5.13,6.8,-7.416
3420,-8.158,28.752,6.408,3420,4.732,7.304,-7.044
3430,-6.468,24.022,7.8,3430,4.668,8.046,-6.806
3440,-4.854,19.114,7.548,3440,5.106,8.776,-6.694
3450,-4.746,16.372,6.808,3450,5.682,9.358,-6.474
3460,-2.838,13.298,4.802,3460,5.59,9.712,-6.38
3470,-2.104,10.872,2.736,3470,4.636,10.13,-6.27
3480,-2.632,8.38,1.084,3480,2.806,10.712,-5.776
3490,-2.824,7.218,1.41,3490,0.424,11.53,-4.622
3500,-1.478,8.53,5.84,3500,-1.998,12.24,-2.888
3510,1.348,8.41,9.914,3510,-4.06,12.424,-0.702
3520,3.97,4.522,10.44,3520,-4.92,12.086,2.002
3530,5.808,-1.072,9.398,3530,-4.97,11.318,5.418
3540,5.838,-4.91,6.348,3540,-4.868,9.57,9.174
3550,4.842,-7.214,2.87,3550,-3.046,6.168,12.866
3560,3.76,-8.012,0.712,3560,-0.236,1.028,15.85
3570,5.486,-5.864,0.926,3570,3.108,-3.64,17.542
3580,9.508,-5.26,2.126,3580,6.316,-6.56,17.57
3590,13.804,-10.022,0.738,3590,7.454,-9.084,17.274
3600,16.022,-15.446,-3.414,3600,6.01,-11.612,17.512
